1;19026
2.00001;4702
3.00001;2151
4.00001;1141
5.00002;707
6.00002;524
7.00002;385
8.00002;274
9.00003;220
10;175
11;153
12;124
13;99
14;87
15;79
16;67
17.0001;59
18.0001;51
19.0001;47
20.0001;43
21.0001;39
22.0001;35
23.0001;32
24.0001;30
25.0001;30
26.0001;26
27.0001;24
28.0001;20
29.0001;19
30.0001;18
31.0001;18
32.0001;15
33.0001;14
34.0001;13
35.0001;13
36.0001;12
37.0001;12
38.0001;12
39.0001;10
40.0001;11
41.0001;10
42.0001;10
43.0001;10
44.0002;9
45.0002;8
46.0002;8
47.0002;8
48.0002;8
49.0002;9
50.0002;8
51.0002;6
52.0002;6
53.0002;6
54.0002;6
55.0002;6
56.0002;6
57.0002;6
58.0002;6
59.0002;6
60.0002;6
61.0002;6
62.0002;6
63.0002;5
64.0002;4
65.0002;4
66.0002;4
67.0002;4
68.0002;4
69.0002;4
70.0002;4
71.0002;4
72.0002;4
73.0002;4
74.0002;4
75.0002;4
76.0002;4
77.0002;4
78.0002;4
79.0002;4
80.0002;4
81.0002;4
82.0002;3
83.0002;3
84.0002;3
85.0002;3
86.0002;3
87.0002;2
88.0002;2
89.0002;2
90.0002;2
91.0002;2
92.0002;2
93.0002;2
94.0002;2
95.0002;2
96.0002;2
97.0002;2
98.0002;2
99.0002;2
100;2
