1;130
2;130
3;130
4;130
5;130
6;130
7;130
8;130
9;130
10;130
11;96
12;90
13;77
14;78
15;67
16;59
17;56
18;47
19;40
20;39
21;32
22;31
23;28
24;27
25;27
26;24
27;24
28;20
29;18
30;18
31;16
32;14
33;14
34;13
35;13
36;12
37;12
38;10
39;10
40;10
41;9
42;9
43;9
44;8
45;8
46;8
47;8
48;8
49;8
50;8
51;6
52;6
53;6
54;6
55;6
56;6
57;6
58;6
59;6
60;6
61;6
62;5
63;4
64;4
65;4
66;4
67;4
68;4
69;4
70;4
71;4
72;4
73;4
74;4
75;4
76;4
77;4
78;4
79;4
80;4
81;4
82;3
83;3
84;3
85;3
86;3
87;2
88;2
89;2
90;2
91;2
92;2
93;2
94;2
95;2
96;2
97;2
98;2
99;2
100;2
